Country Name,Country Code,Indicator Name,2015,2016,2017,2018,2019,2020,Currency Unit
Lithuania,LTU,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Lithuania,LTU,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,Euro
Lithuania,LTU,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),30.0,32.0,32.0,33.0,34.0,35.0,Euro
Lithuania,LTU,Registering property: Cost (% of property value),0.8,0.8,0.8,0.8,0.8,0.8,Euro
Lithuania,LTU,Registering property: Cost (% of property value) - Score,94.55076,94.56926,94.59713,94.633,94.69675,94.74789,Euro
Lithuania,LTU,Registering property: Procedures (number),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Lithuania,LTU,Registering property: Procedures (number) - Score,83.33333,83.33333,83.33333,83.33333,83.33333,83.33333,Euro
Lithuania,LTU,Registering property: Time (days),3.5,3.5,3.5,3.5,3.5,3.5,Euro
Lithuania,LTU,Registering property: Time (days) - Score,98.80383,98.80383,98.80383,98.80383,98.80383,98.80383,Euro
Lithuania,LTU,Reorganization proceedings index (0-3) (DB15-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Lithuania,LTU,Resolving insolvency - Score,46.0,45.7,46.7,46.9,46.9,46.7,Euro
Lithuania,LTU,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),2.5,2.5,2.5,2.5,2.5,2.5,Euro
Lithuania,LTU,Resolving insolvency: Cost (% of estate),15.0,15.0,15.0,15.0,15.0,15.0,Euro
Lithuania,LTU,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Lithuania,LTU,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Lithuania,LTU,Resolving insolvency: Outcome (0 as piecemeal sale and 1 as going concern),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Lithuania,LTU,Resolving insolvency: Recovery rate (cents on the dollar),39.1,38.4,40.4,40.6,40.6,40.3,Euro
Lithuania,LTU,Resolving insolvency: Recovery rate (cents on the dollar) - Score,42.09221,41.34981,43.43797,43.70159,43.73731,43.37904,Euro
Lithuania,LTU,Resolving insolvency: Strength of insolvency framework index (0-16),8.0,8.0,8.0,8.0,8.0,8.0,Euro
Lithuania,LTU,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,50.0,50.0,50.0,50.0,50.0,50.0,Euro
Lithuania,LTU,Resolving insolvency: Time (years),2.3,2.3,2.3,2.3,2.3,2.3,Euro
Lithuania,LTU,Starting a business - Score,92.4,92.9,93.0,93.1,93.2,93.3,Euro
Lithuania,LTU,Starting a business: Cost - Men (% of income per capita),0.2,0.6,0.6,0.6,0.5,0.5,Euro
Lithuania,LTU,Starting a business: Cost - Men (% of income per capita) - Score,99.90491,99.68663,99.69858,99.71396,99.7413,99.76323,Euro
Lithuania,LTU,Starting a business: Cost - Women (% of income per capita),0.2,0.6,0.6,0.6,0.5,0.5,Euro
Lithuania,LTU,Starting a business: Cost - Women (% of income per capita) - Score,99.90491,99.68663,99.69858,99.71396,99.7413,99.76323,Euro
Lithuania,LTU,Starting a business: Minimum capital (% of income per capita),6.4,21.2,20.3,19.3,17.5,16.0,Euro
Lithuania,LTU,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,98.3951,94.71088,94.91258,95.17222,95.63363,96.00379,Euro
Lithuania,LTU,Starting a business: Procedures required - Men (number),5.0,4.0,4.0,4.0,4.0,4.0,Euro
Lithuania,LTU,Starting a business: Procedures required - Men (number) - Score,76.47059,82.35294,82.35294,82.35294,82.35294,82.35294,Euro
Lithuania,LTU,Starting a business: Procedures required - Women (number),5.0,4.0,4.0,4.0,4.0,4.0,Euro
Lithuania,LTU,Starting a business: Procedures required - Women (number) - Score,76.47059,82.35294,82.35294,82.35294,82.35294,82.35294,Euro
Lithuania,LTU,Starting a business: Time - Men (days),5.5,5.5,5.5,5.5,5.5,5.5,Euro
Lithuania,LTU,Starting a business: Time - Men (days) - Score,94.97487,94.97487,94.97487,94.97487,94.97487,94.97487,Euro
Lithuania,LTU,Starting a business: Time - Women (days),5.5,5.5,5.5,5.5,5.5,5.5,Euro
Lithuania,LTU,Starting a business: Time - Women (days)- Score,94.97487,94.97487,94.97487,94.97487,94.97487,94.97487,Euro
Lithuania,LTU,Time to export: Border compliance (hours) (DB16-20 methodology),9.0,9.0,9.0,9.0,7.3,7.3,Euro
Lithuania,LTU,Time to export: Documentary compliance (hours) (DB16-20 methodology),2.5,2.5,2.5,2.5,2.5,2.5,Euro
Lithuania,LTU,Time to import: Border compliance (hours) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Lithuania,LTU,Time to import: Documentary compliance (hours) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Lithuania,LTU,Trading across borders (DB16-20 methodology) - Score,97.7,97.7,97.7,97.7,97.8,97.8,Euro
Lithuania,LTU,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology),58.0,58.0,58.0,58.0,58.0,58.0,Euro
Lithuania,LTU,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,94.5283,94.5283,94.5283,94.5283,94.5283,94.5283,Euro
Lithuania,LTU,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology),28.0,28.0,28.0,28.0,28.0,28.0,Euro
Lithuania,LTU,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,93.0,93.0,93.0,93.0,93.0,93.0,Euro
Lithuania,LTU,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Lithuania,LTU,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Lithuania,LTU,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Lithuania,LTU,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Lithuania,LTU,Trading across borders: Time to export: Border compliance (hours) (DB16-20 methodology) - Score,94.96855,94.96855,94.96855,94.96855,96.0329,96.0329,Euro
Lithuania,LTU,Trading across borders: Time to export: Documentary compliance (hours) (DB16-20 methodology) - Score,99.11243,99.11243,99.11243,99.11243,99.11243,99.11243,Euro
Lithuania,LTU,Trading across borders: Time to import: Border compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Lithuania,LTU,Trading across borders: Time to import: Documentary compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Dealing with construction permits (DB16-20 methodology) - Score,83.8,83.8,83.8,83.9,83.8,83.9,Euro
Luxembourg,LUX,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology),15.0,15.0,15.0,15.0,15.0,15.0,Euro
Luxembourg,LUX,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Dealing with construction permits: Cost (% of Warehouse value),0.7,0.7,0.7,0.7,0.7,0.7,Euro
Luxembourg,LUX,Dealing with construction permits: Cost (% of Warehouse value) - Score,96.4143,96.40719,96.55659,96.59928,96.57462,96.6418,Euro
Luxembourg,LUX,Dealing with construction permits: Liability and insurance regimes index (0-2) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Luxembourg,LUX,Dealing with construction permits: Procedures (number),11.0,11.0,11.0,11.0,11.0,11.0,Euro
Luxembourg,LUX,Dealing with construction permits: Procedures (number) - Score,76.0,76.0,76.0,76.0,76.0,76.0,Euro
Luxembourg,LUX,Dealing with construction permits: Professional certifications index (0-4) (DB16-20 methodology),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Luxembourg,LUX,Dealing with construction permits: Quality control after construction index (0-3) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Luxembourg,LUX,Dealing with construction permits: Quality control before construction index (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Luxembourg,LUX,Dealing with construction permits: Quality control during construction index (0-3) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Luxembourg,LUX,Dealing with construction permits: Quality of building regulations index (0-2) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Luxembourg,LUX,Dealing with construction permits: Time (days),155.0,155.0,155.0,155.0,155.0,155.0,Euro
Luxembourg,LUX,Dealing with construction permits: Time (days)  - Score,62.82421,62.82421,62.82421,62.82421,62.82421,62.82421,Euro
Luxembourg,LUX,Enforcing contracts: Attorney fees (% of claim),8.7,8.7,8.7,8.7,8.7,8.7,Euro
Luxembourg,LUX,Enforcing contracts: Cost (% of claim),9.7,9.7,9.7,9.7,9.7,9.7,Euro
Luxembourg,LUX,Enforcing contracts: Cost (% of claim) - Score,89.20135,89.20135,89.20135,89.20135,89.20135,89.20135,Euro
Luxembourg,LUX,Enforcing contracts: Court fees (% of claim),0.1,0.1,0.1,0.1,0.1,0.1,Euro
Luxembourg,LUX,Enforcing contracts: Enforcement fees (% of claim),0.9,0.9,0.9,0.9,0.9,0.9,Euro
Luxembourg,LUX,Enforcing contracts: Enforcement of judgment (days),60.0,60.0,60.0,60.0,60.0,60.0,Euro
Luxembourg,LUX,Enforcing contracts: Filing and service (days),21.0,21.0,21.0,21.0,21.0,21.0,Euro
Luxembourg,LUX,Enforcing contracts: Time (days),321.0,321.0,321.0,321.0,321.0,321.0,Euro
Luxembourg,LUX,Enforcing contracts: Time (days) - Score,83.52459,83.52459,83.52459,83.52459,83.52459,83.52459,Euro
Luxembourg,LUX,Enforcing contracts: Trial and judgment (days),240.0,240.0,240.0,240.0,240.0,240.0,Euro
Luxembourg,LUX,Getting credit (DB15-20 methodology) - Score,15.0,15.0,15.0,15.0,15.0,15.0,Euro
Luxembourg,LUX,Getting Credit total score (DB15-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Luxembourg,LUX,Getting credit: Credit bureau coverage (% of adults),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Getting credit: Credit registry coverage (% of adults),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Luxembourg,LUX,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,25.0,25.0,25.0,25.0,25.0,25.0,Euro
Luxembourg,LUX,Getting electricity (DB16-20 methodology) - Score,84.3,84.3,84.3,84.3,84.3,84.3,Euro
Luxembourg,LUX,Getting electricity: Communication of tariffs and tariff changes (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Luxembourg,LUX,Getting electricity: Cost to get electricity (% of income per capita),40.1,40.4,36.0,34.4,35.3,32.7,Euro
Luxembourg,LUX,Getting electricity: Cost to get electricity (% of income per capita) - Score,99.50455,99.5013,99.55554,99.57565,99.56404,99.59569,Euro
Luxembourg,LUX,Getting electricity: Financial deterrents aimed at limiting outages (0-1) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Getting electricity: Mechanisms for monitoring outages (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Luxembourg,LUX,Getting electricity: Mechanisms for restoring service (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Luxembourg,LUX,Getting electricity: Minimum outage time (in minutes)  (DB16-20 methodology),3.0,3.0,3.0,3.0,0.1,0.1,Euro
Luxembourg,LUX,Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),15.5,14.3,12.7,11.3,10.6,12.1,Euro
Luxembourg,LUX,Getting electricity: Procedures (number),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Luxembourg,LUX,Getting electricity: Procedures (number) - Score,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,Euro
Luxembourg,LUX,Getting electricity: Regulatory monitoring (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Luxembourg,LUX,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology),7.0,7.0,7.0,7.0,7.0,7.0,Euro
Luxembourg,LUX,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,87.5,87.5,87.5,87.5,87.5,87.5,Euro
Luxembourg,LUX,Getting electricity: System average interruption duration index (SAIDI) (DB16-20 methodology),0.17,0.17,0.49,0.28,0.36,0.36,Euro
Luxembourg,LUX,Getting electricity: System average interruption frequency index (SAIFI) (DB16-20 methodology),0.17,0.17,0.45,0.2,0.26,0.26,Euro
Luxembourg,LUX,Getting electricity: Time (days),56.0,56.0,56.0,56.0,56.0,56.0,Euro
Luxembourg,LUX,Getting electricity: Time (days) - Score,83.47826,83.47826,83.47826,83.47826,83.47826,83.47826,Euro
Luxembourg,LUX,Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Luxembourg,LUX,Other taxes (% of profits),0.4,0.4,0.4,0.8,0.8,0.8,Euro
Luxembourg,LUX,Paying taxes: Labor tax and contributions (% of profits),15.6,15.5,15.7,15.5,15.6,15.4,Euro
Luxembourg,LUX,Paying taxes: Payments (number per year),23.0,23.0,23.0,23.0,23.0,23.0,Euro
Luxembourg,LUX,Paying taxes: Payments per year (number per year) - Score,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,Euro
Luxembourg,LUX,Paying taxes: Profit tax (% of profits),4.6,4.6,4.6,4.2,4.2,4.2,Euro
Luxembourg,LUX,Paying taxes: Time (hours per year),55.0,55.0,55.0,55.0,55.0,55.0,Euro
Luxembourg,LUX,Paying taxes: Time (hours per year) - Score,99.07264,99.07264,99.07264,99.07264,99.07264,99.07264,Euro
Luxembourg,LUX,Paying taxes: Total tax and contribution rate (% of profit),20.6,20.6,20.8,20.5,20.5,20.4,Euro
Luxembourg,LUX,Paying taxes: Total tax and contribution rate (% of profit) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Protecting minority investors (DB15-20 methodology) - Score,50.0,50.0,50.0,54.0,54.0,54.0,Euro
Luxembourg,LUX,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology),3.0,3.0,3.0,4.0,4.0,4.0,Euro
Luxembourg,LUX,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,30.0,30.0,30.0,40.0,40.0,40.0,Euro
Luxembourg,LUX,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Luxembourg,LUX,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,Euro
Luxembourg,LUX,Protecting minority investors: Extent of director liability index (0-10),4.0,4.0,4.0,5.0,5.0,5.0,Euro
Luxembourg,LUX,Protecting minority investors: Extent of director liability index (0-10) - Score,40.0,40.0,40.0,50.0,50.0,50.0,Euro
Luxembourg,LUX,Protecting minority investors: Extent of disclosure index (0-10),6.0,6.0,6.0,6.0,6.0,6.0,Euro
Luxembourg,LUX,Protecting minority investors: Extent of disclosure index (0-10) - Score,60.0,60.0,60.0,60.0,60.0,60.0,Euro
Luxembourg,LUX,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Luxembourg,LUX,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,28.57143,28.57143,28.57143,28.57143,28.57143,28.57143,Euro
Luxembourg,LUX,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Luxembourg,LUX,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,Euro
Luxembourg,LUX,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),25.0,25.0,25.0,27.0,27.0,27.0,Euro
Luxembourg,LUX,Registering property: Cost (% of property value),10.1,10.1,10.1,10.1,10.1,10.1,Euro
Luxembourg,LUX,Registering property: Cost (% of property value) - Score,32.45333,32.44757,32.56866,32.60326,32.58328,32.63773,Euro
Luxembourg,LUX,Registering property: Procedures (number),7.0,7.0,7.0,7.0,7.0,7.0,Euro
Luxembourg,LUX,Registering property: Procedures (number) - Score,50.0,50.0,50.0,50.0,50.0,50.0,Euro
Luxembourg,LUX,Registering property: Time (days),26.5,26.5,26.5,26.5,26.5,26.5,Euro
Luxembourg,LUX,Registering property: Time (days) - Score,87.79904,87.79904,87.79904,87.79904,87.79904,87.79904,Euro
Luxembourg,LUX,Reorganization proceedings index (0-3) (DB15-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Luxembourg,LUX,Resolving insolvency - Score,45.6,45.4,45.4,45.4,45.5,45.5,Euro
Luxembourg,LUX,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),2.5,2.5,2.5,2.5,2.5,2.5,Euro
Luxembourg,LUX,Resolving insolvency: Cost (% of estate),14.5,14.5,14.5,14.5,14.5,14.5,Euro
Luxembourg,LUX,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Luxembourg,LUX,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Luxembourg,LUX,Resolving insolvency: Outcome (0 as piecemeal sale and 1 as going concern),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Resolving insolvency: Recovery rate (cents on the dollar),44.0,43.8,43.7,43.8,43.8,43.9,Euro
Luxembourg,LUX,Resolving insolvency: Recovery rate (cents on the dollar) - Score,47.40961,47.14022,47.0451,47.09493,47.16798,47.21338,Euro
Luxembourg,LUX,Resolving insolvency: Strength of insolvency framework index (0-16),7.0,7.0,7.0,7.0,7.0,7.0,Euro
Luxembourg,LUX,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,43.75,43.75,43.75,43.75,43.75,43.75,Euro
Luxembourg,LUX,Resolving insolvency: Time (years),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Luxembourg,LUX,Starting a business - Score,88.4,88.4,88.7,88.8,88.7,88.8,Euro
Luxembourg,LUX,Starting a business: Cost - Men (% of income per capita),2.0,2.0,1.7,1.7,1.7,1.6,Euro
Luxembourg,LUX,Starting a business: Cost - Men (% of income per capita) - Score,98.99753,98.99096,99.12891,99.16833,99.14556,99.20759,Euro
Luxembourg,LUX,Starting a business: Cost - Women (% of income per capita),2.0,2.0,1.7,1.7,1.7,1.6,Euro
Luxembourg,LUX,Starting a business: Cost - Women (% of income per capita) - Score,98.99753,98.99096,99.12891,99.16833,99.14556,99.20759,Euro
Luxembourg,LUX,Starting a business: Minimum capital (% of income per capita),22.5,22.6,19.5,18.0,18.5,17.2,Euro
Luxembourg,LUX,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,94.38405,94.34726,95.12004,95.48923,95.36574,95.7022,Euro
Luxembourg,LUX,Starting a business: Procedures required - Men (number),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Luxembourg,LUX,Starting a business: Procedures required - Men (number) - Score,76.47059,76.47059,76.47059,76.47059,76.47059,76.47059,Euro
Luxembourg,LUX,Starting a business: Procedures required - Women (number),5.0,5.0,5.0,5.0,5.0,5.0,Euro
Luxembourg,LUX,Starting a business: Procedures required - Women (number) - Score,76.47059,76.47059,76.47059,76.47059,76.47059,76.47059,Euro
Luxembourg,LUX,Starting a business: Time - Men (days),16.5,16.5,16.5,16.5,16.5,16.5,Euro
Luxembourg,LUX,Starting a business: Time - Men (days) - Score,83.9196,83.9196,83.9196,83.9196,83.9196,83.9196,Euro
Luxembourg,LUX,Starting a business: Time - Women (days),16.5,16.5,16.5,16.5,16.5,16.5,Euro
Luxembourg,LUX,Starting a business: Time - Women (days)- Score,83.9196,83.9196,83.9196,83.9196,83.9196,83.9196,Euro
Luxembourg,LUX,Time to export: Border compliance (hours) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Time to export: Documentary compliance (hours) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Luxembourg,LUX,Time to import: Border compliance (hours) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Time to import: Documentary compliance (hours) (DB16-20 methodology),0.5,0.5,0.5,0.5,0.5,0.5,Euro
Luxembourg,LUX,Trading across borders (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Luxembourg,LUX,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Trading across borders: Time to export: Border compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Trading across borders: Time to export: Documentary compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Trading across borders: Time to import: Border compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Luxembourg,LUX,Trading across borders: Time to import: Documentary compliance (hours) (DB16-20 methodology) - Score,100.0,100.0,100.0,100.0,100.0,100.0,Euro
Malta,MLT,Dealing with construction permits (DB16-20 methodology) - Score,71.4,71.5,71.8,72.5,73.4,73.5,Euro
Malta,MLT,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology),14.0,14.0,14.0,14.0,14.0,14.0,Euro
Malta,MLT,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,93.33333,93.33333,93.33333,93.33333,93.33333,93.33333,Euro
Malta,MLT,Dealing with construction permits: Cost (% of Warehouse value),3.3,3.2,3.0,2.5,2.4,2.3,Euro
Malta,MLT,Dealing with construction permits: Cost (% of Warehouse value) - Score,83.49654,84.06307,85.20128,87.69759,88.17724,88.7274,Euro
Malta,MLT,Dealing with construction permits: Liability and insurance regimes index (0-2) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Malta,MLT,Dealing with construction permits: Procedures (number),17.0,17.0,17.0,17.0,16.0,16.0,Euro
Malta,MLT,Dealing with construction permits: Procedures (number) - Score,52.0,52.0,52.0,52.0,56.0,56.0,Euro
Malta,MLT,Dealing with construction permits: Professional certifications index (0-4) (DB16-20 methodology),4.0,4.0,4.0,4.0,4.0,4.0,Euro
Malta,MLT,Dealing with construction permits: Quality control after construction index (0-3) (DB16-20 methodology),3.0,3.0,3.0,3.0,3.0,3.0,Euro
Malta,MLT,Dealing with construction permits: Quality control before construction index (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Malta,MLT,Dealing with construction permits: Quality control during construction index (0-3) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Malta,MLT,Dealing with construction permits: Quality of building regulations index (0-2) (DB16-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Malta,MLT,Dealing with construction permits: Time (days),176.0,176.0,176.0,176.0,179.0,179.0,Euro
Malta,MLT,Dealing with construction permits: Time (days)  - Score,56.77233,56.77233,56.77233,56.77233,55.90778,55.90778,Euro
Malta,MLT,Enforcing contracts: Attorney fees (% of claim),15.0,15.0,15.0,15.0,15.0,15.0,Euro
Malta,MLT,Enforcing contracts: Cost (% of claim),21.5,21.5,21.5,21.5,21.5,21.5,Euro
Malta,MLT,Enforcing contracts: Cost (% of claim) - Score,75.92801,75.92801,75.92801,75.92801,75.92801,75.92801,Euro
Malta,MLT,Enforcing contracts: Court fees (% of claim),5.2,5.2,5.2,5.2,5.2,5.2,Euro
Malta,MLT,Enforcing contracts: Enforcement fees (% of claim),1.3,1.3,1.3,1.3,1.3,1.3,Euro
Malta,MLT,Enforcing contracts: Enforcement of judgment (days),125.0,125.0,125.0,125.0,125.0,125.0,Euro
Malta,MLT,Enforcing contracts: Filing and service (days),15.0,15.0,15.0,15.0,15.0,15.0,Euro
Malta,MLT,Enforcing contracts: Time (days),505.0,505.0,505.0,505.0,505.0,505.0,Euro
Malta,MLT,Enforcing contracts: Time (days) - Score,68.44262,68.44262,68.44262,68.44262,68.44262,68.44262,Euro
Malta,MLT,Enforcing contracts: Trial and judgment (days),365.0,365.0,365.0,365.0,365.0,365.0,Euro
Malta,MLT,Getting credit (DB15-20 methodology) - Score,10.0,10.0,30.0,30.0,35.0,35.0,Euro
Malta,MLT,Getting Credit total score (DB15-20 methodology),2.0,2.0,6.0,6.0,7.0,7.0,Euro
Malta,MLT,Getting credit: Credit bureau coverage (% of adults),0.0,0.0,0.0,0.0,0.0,0.0,Euro
Malta,MLT,Getting credit: Credit registry coverage (% of adults),0.0,0.0,53.6,53.6,54.7,54.4,Euro
Malta,MLT,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology),0.0,0.0,4.0,4.0,5.0,5.0,Euro
Malta,MLT,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,0.0,0.0,50.0,50.0,62.5,62.5,Euro
Malta,MLT,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology),2.0,2.0,2.0,2.0,2.0,2.0,Euro
Malta,MLT,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,Euro
Malta,MLT,Getting electricity (DB16-20 methodology) - Score,79.2,76.1,79.3,79.4,76.3,79.3,Euro
Malta,MLT,Getting electricity: Communication of tariffs and tariff changes (0-1) (DB16-20 methodology),1.0,1.0,1.0,1.0,1.0,1.0,Euro
Malta,MLT,Getting electricity: Cost to get electricity (% of income per capita),298.4,288.2,267.6,222.5,213.8,273.8,Euro
